Raw Weather Data for La Canada Flintridge, CA
	Maximum Wind Gust
Date	(knots)	Station Used
2007-02-06	12.0	MOUNT WILSON
2007-02-07	15.0	MOUNT WILSON
2007-02-08	13.0	MOUNT WILSON
2007-02-09	11.0	MOUNT WILSON
2007-02-10	14.0	MOUNT WILSON
2007-02-11	17.0	MOUNT WILSON
2007-02-13	13.0	MOUNT WILSON
2007-02-14	9.0	MOUNT WILSON
2007-02-16	11.0	MOUNT WILSON
2007-02-17	12.0	MOUNT WILSON
2007-02-18	15.0	MOUNT WILSON
2007-02-19	19.0	MOUNT WILSON
2007-02-20	11.0	MOUNT WILSON
2007-02-22	25.0	MOUNT WILSON
2007-02-23	21.0	MOUNT WILSON
2007-02-25	15.0	MOUNT WILSON
2007-02-26	13.0	MOUNT WILSON
2007-02-27	29.0	MOUNT WILSON
2007-02-28	22.0	MOUNT WILSON
2007-03-01	15.0	MOUNT WILSON
2007-03-02	9.0	MOUNT WILSON
2007-03-03	9.0	MOUNT WILSON
2007-03-04	11.0	MOUNT WILSON
2007-03-05	12.0	MOUNT WILSON
2007-03-06	13.0	MOUNT WILSON
2007-03-07	11.0	MOUNT WILSON
2007-03-08	17.0	MOUNT WILSON
2007-03-10	14.0	MOUNT WILSON
2007-03-11	9.0	MOUNT WILSON
2007-03-12	14.0	MOUNT WILSON
2007-03-16	9.0	MOUNT WILSON
2007-03-17	11.0	MOUNT WILSON
2007-03-18	15.0	MOUNT WILSON
2007-03-19	11.0	MOUNT WILSON
2007-03-20	15.0	MOUNT WILSON
2007-03-21	17.0	MOUNT WILSON
2007-03-27	14.0	MOUNT WILSON
2007-03-28	22.0	MOUNT WILSON
2007-03-30	15.0	MOUNT WILSON
2007-03-31	11.0	MOUNT WILSON
2007-04-04	9.0	MOUNT WILSON
2007-04-07	13.0	MOUNT WILSON
2007-04-08	22.0	MOUNT WILSON
2007-04-09	27.0	MOUNT WILSON
2007-04-10	18.0	MOUNT WILSON
2007-04-11	21.0	MOUNT WILSON
2007-04-12	28.0	MOUNT WILSON
2007-04-13	15.0	MOUNT WILSON
2007-04-14	20.0	MOUNT WILSON
2007-04-15	12.0	MOUNT WILSON
2007-04-17	18.0	MOUNT WILSON
2007-04-18	15.0	MOUNT WILSON
2007-04-19	19.0	MOUNT WILSON
2007-04-20	26.0	MOUNT WILSON
2007-04-22	14.0	MOUNT WILSON
2007-04-23	13.0	MOUNT WILSON
2007-04-25	12.0	MOUNT WILSON
2007-04-26	11.0	MOUNT WILSON
2007-04-27	13.0	MOUNT WILSON
2007-04-28	14.0	MOUNT WILSON
2007-04-29	15.0	MOUNT WILSON
2007-04-30	14.0	MOUNT WILSON
2007-05-01	15.0	MOUNT WILSON
2007-05-02	15.0	MOUNT WILSON
2007-05-03	15.0	MOUNT WILSON
2007-05-04	18.0	BURBANK-GLENDALE-PAS
2007-05-06	21.0	BURBANK-GLENDALE-PAS
2007-05-07	28.0	BURBANK-GLENDALE-PAS
2007-05-08	17.0	BURBANK-GLENDALE-PAS
2007-05-09	17.0	BURBANK-GLENDALE-PAS
2007-05-11	20.0	BURBANK-GLENDALE-PAS
2007-05-20	15.0	BURBANK-GLENDALE-PAS
2007-05-22	15.0	MOUNT WILSON
2007-05-24	15.0	MOUNT WILSON
2007-05-25	13.0	MOUNT WILSON
2007-05-26	12.0	MOUNT WILSON
2007-06-01	12.0	MOUNT WILSON
2007-06-02	11.0	MOUNT WILSON
2007-06-03	12.0	MOUNT WILSON
2007-06-04	21.0	MOUNT WILSON
2007-06-05	19.0	MOUNT WILSON
2007-06-06	15.0	MOUNT WILSON
2007-06-07	14.0	MOUNT WILSON
2007-06-08	11.0	MOUNT WILSON
2007-06-09	12.0	MOUNT WILSON
2007-06-10	9.0	MOUNT WILSON
2007-06-12	12.0	MOUNT WILSON
2007-06-13	13.0	MOUNT WILSON
2007-06-14	11.0	MOUNT WILSON
2007-06-15	13.0	MOUNT WILSON
2007-06-16	11.0	MOUNT WILSON
2007-06-17	15.0	MOUNT WILSON
2007-06-18	12.0	MOUNT WILSON
2007-06-19	11.0	MOUNT WILSON
2007-06-20	15.0	MOUNT WILSON
2007-06-21	13.0	MOUNT WILSON
2007-06-23	13.0	MOUNT WILSON
2007-06-24	13.0	MOUNT WILSON
2007-06-30	12.0	MOUNT WILSON
2007-07-03	12.0	MOUNT WILSON
2007-07-05	15.0	MOUNT WILSON
2007-07-06	17.0	MOUNT WILSON
2007-07-08	18.0	BURBANK-GLENDALE-PAS
2007-07-14	11.0	MOUNT WILSON
2007-07-19	12.0	MOUNT WILSON
2007-07-20	14.0	MOUNT WILSON
2007-07-21	13.0	MOUNT WILSON
2007-07-24	11.0	MOUNT WILSON
2007-07-25	11.0	MOUNT WILSON
2007-07-26	11.0	MOUNT WILSON
2007-07-27	12.0	MOUNT WILSON
2007-07-28	9.0	MOUNT WILSON
2007-07-29	12.0	MOUNT WILSON
2007-07-30	11.0	MOUNT WILSON
2007-08-03	11.0	MOUNT WILSON
2007-08-05	15.0	MOUNT WILSON
2007-08-06	13.0	MOUNT WILSON
2007-08-07	11.0	MOUNT WILSON
2007-08-14	9.0	MOUNT WILSON
2007-08-15	9.0	MOUNT WILSON
2007-08-16	13.0	MOUNT WILSON
2007-08-17	13.0	MOUNT WILSON
2007-08-18	12.0	MOUNT WILSON
2007-08-19	14.0	MOUNT WILSON
2007-08-20	11.0	MOUNT WILSON
2007-08-23	14.0	BURBANK-GLENDALE-PAS
2007-09-05	9.0	MOUNT WILSON
2007-09-06	15.0	MOUNT WILSON
2007-09-07	18.0	MOUNT WILSON
2007-09-08	9.0	MOUNT WILSON
2007-09-10	11.0	MOUNT WILSON
2007-09-11	11.0	MOUNT WILSON
2007-09-12	12.0	MOUNT WILSON
2007-09-13	14.0	MOUNT WILSON
2007-09-14	13.0	MOUNT WILSON
2007-09-15	15.0	MOUNT WILSON
2007-09-16	14.0	MOUNT WILSON
2007-09-17	9.0	MOUNT WILSON
2007-09-18	9.0	MOUNT WILSON
2007-09-19	13.0	MOUNT WILSON
2007-09-20	19.0	MOUNT WILSON
2007-09-21	14.0	MOUNT WILSON
2007-09-22	24.0	MOUNT WILSON
2007-09-23	19.0	MOUNT WILSON
2007-09-25	13.0	MOUNT WILSON
2007-09-26	14.0	MOUNT WILSON
2007-09-27	13.0	MOUNT WILSON
2007-09-30	17.0	MOUNT WILSON
2007-10-01	22.0	MOUNT WILSON
2007-10-03	12.0	MOUNT WILSON
2007-10-04	9.0	MOUNT WILSON
2007-10-05	18.0	MOUNT WILSON
2007-10-07	14.0	BURBANK-GLENDALE-PAS
2007-10-09	15.0	MOUNT WILSON
2007-10-10	14.0	MOUNT WILSON
2007-10-12	12.0	MOUNT WILSON
2007-10-20	28.0	BURBANK-GLENDALE-PAS
2007-10-21	28.0	BURBANK-GLENDALE-PAS
2007-10-22	34.0	BURBANK-GLENDALE-PAS
2007-11-05	9.0	MOUNT WILSON
2007-11-06	13.0	MOUNT WILSON
2007-11-07	12.0	MOUNT WILSON
2007-11-08	9.0	MOUNT WILSON
2007-11-09	14.0	MOUNT WILSON
2007-11-11	22.0	MOUNT WILSON
2007-11-12	9.0	MOUNT WILSON
2007-11-13	11.0	MOUNT WILSON
2007-11-15	11.0	MOUNT WILSON
2007-11-16	11.0	MOUNT WILSON
2007-11-19	9.0	MOUNT WILSON
2007-11-20	12.0	MOUNT WILSON
2007-11-24	15.0	BURBANK-GLENDALE-PAS
2007-11-30	22.0	MOUNT WILSON
2007-12-01	20.0	MOUNT WILSON
2007-12-02	15.0	MOUNT WILSON
2007-12-04	9.0	MOUNT WILSON
2007-12-05	9.0	MOUNT WILSON
2007-12-07	28.0	MOUNT WILSON
2007-12-08	15.0	MOUNT WILSON
2007-12-09	14.0	MOUNT WILSON
2007-12-10	11.0	MOUNT WILSON
2007-12-17	9.0	MOUNT WILSON
2007-12-18	14.0	MOUNT WILSON
2007-12-19	18.0	MOUNT WILSON
2007-12-20	17.0	MOUNT WILSON
2007-12-21	15.0	MOUNT WILSON
2007-12-24	9.0	MOUNT WILSON
2007-12-25	14.0	MOUNT WILSON
2007-12-27	35.0	BURBANK-GLENDALE-PAS
2008-01-03	18.0	MOUNT WILSON
2008-01-04	24.0	MOUNT WILSON
2008-01-05	34.0	MOUNT WILSON
2008-01-06	28.0	MOUNT WILSON
2008-01-07	15.0	MOUNT WILSON
2008-01-09	22.0	MOUNT WILSON
2008-01-10	20.0	MOUNT WILSON
2008-01-11	15.0	MOUNT WILSON
2008-01-13	11.0	MOUNT WILSON
2008-01-14	15.0	MOUNT WILSON
2008-01-16	13.0	MOUNT WILSON
2008-01-17	14.0	MOUNT WILSON
2008-01-18	11.0	MOUNT WILSON
2008-01-20	15.0	MOUNT WILSON
2008-01-21	17.0	MOUNT WILSON
2008-01-22	15.0	MOUNT WILSON
2008-01-23	25.0	MOUNT WILSON
2008-01-24	27.0	MOUNT WILSON
2008-01-25	35.0	MOUNT WILSON
2008-01-26	21.0	MOUNT WILSON
2008-01-27	47.0	MOUNT WILSON
2008-01-28	31.0	MOUNT WILSON
2008-01-30	20.0	MOUNT WILSON
2008-01-31	9.0	MOUNT WILSON
2008-02-01	19.0	MOUNT WILSON
2008-02-02	15.0	MOUNT WILSON
2008-02-03	32.0	MOUNT WILSON
2008-02-04	15.0	MOUNT WILSON
2008-02-06	13.0	MOUNT WILSON
2008-02-07	9.0	MOUNT WILSON
2008-02-08	11.0	MOUNT WILSON
2008-02-09	11.0	MOUNT WILSON
2008-02-11	9.0	MOUNT WILSON
2008-02-13	19.0	MOUNT WILSON
2008-02-14	18.0	MOUNT WILSON
2008-02-15	17.0	MOUNT WILSON
2008-02-17	11.0	MOUNT WILSON
2008-02-18	11.0	MOUNT WILSON
2008-02-19	9.0	MOUNT WILSON
2008-02-20	22.0	MOUNT WILSON
2008-02-21	21.0	MOUNT WILSON
2008-02-22	27.0	MOUNT WILSON
2008-02-23	19.0	MOUNT WILSON
2008-02-24	32.0	MOUNT WILSON
2008-02-28	9.0	MOUNT WILSON
2008-02-29	11.0	MOUNT WILSON
2008-03-01	15.0	MOUNT WILSON
2008-03-02	15.0	MOUNT WILSON
2008-03-03	15.0	MOUNT WILSON
2008-03-04	9.0	MOUNT WILSON
2008-03-05	15.0	MOUNT WILSON
2008-03-07	12.0	MOUNT WILSON
2008-03-08	15.0	MOUNT WILSON
2008-03-09	22.0	MOUNT WILSON
2008-03-10	15.0	MOUNT WILSON
2008-03-11	9.0	MOUNT WILSON
2008-03-12	12.0	MOUNT WILSON
2008-03-13	19.0	MOUNT WILSON
2008-03-14	18.0	MOUNT WILSON
2008-03-15	19.0	MOUNT WILSON
2008-03-16	15.0	MOUNT WILSON
2008-03-17	14.0	MOUNT WILSON
2008-03-21	15.0	MOUNT WILSON
2008-03-22	12.0	MOUNT WILSON
2008-03-23	12.0	MOUNT WILSON
2008-03-24	15.0	MOUNT WILSON
2008-03-25	12.0	MOUNT WILSON
2008-03-26	21.0	MOUNT WILSON
2008-03-27	14.0	MOUNT WILSON
2008-03-29	9.0	MOUNT WILSON
2008-03-30	21.0	MOUNT WILSON
2008-03-31	12.0	MOUNT WILSON
2008-04-01	11.0	MOUNT WILSON
2008-04-02	12.0	MOUNT WILSON
2008-04-03	15.0	MOUNT WILSON
2008-04-04	14.0	MOUNT WILSON
2008-04-05	11.0	MOUNT WILSON
2008-04-06	15.0	MOUNT WILSON
2008-04-07	18.0	MOUNT WILSON
2008-04-08	22.0	MOUNT WILSON
2008-04-09	15.0	MOUNT WILSON
2008-04-10	18.0	MOUNT WILSON
2008-04-11	13.0	MOUNT WILSON
2008-04-13	9.0	MOUNT WILSON
2008-04-14	13.0	MOUNT WILSON
2008-04-15	15.0	MOUNT WILSON
2008-04-16	15.0	MOUNT WILSON
2008-04-17	11.0	MOUNT WILSON
2008-04-19	16.0	MOUNT WILSON
2008-04-20	20.0	MOUNT WILSON
2008-04-21	21.0	MOUNT WILSON
2008-04-22	12.0	MOUNT WILSON
2008-04-23	14.0	MOUNT WILSON
2008-04-25	11.0	MOUNT WILSON
2008-05-01	11.0	MOUNT WILSON
2008-05-09	12.0	MOUNT WILSON
2008-05-13	19.0	MOUNT WILSON
2008-05-16	15.0	MOUNT WILSON
2008-05-21	15.0	MOUNT WILSON
2008-05-22	14.0	MOUNT WILSON
2008-05-23	22.0	MOUNT WILSON
2008-05-24	13.0	MOUNT WILSON
2008-06-04	13.0	MOUNT WILSON
2008-06-18	17.0	MOUNT WILSON
2008-06-19	12.0	MOUNT WILSON
2008-06-21	14.0	MOUNT WILSON
2008-06-22	20.0	MOUNT WILSON
2008-06-23	11.0	MOUNT WILSON
2008-07-11	11.0	MOUNT WILSON
2008-08-18	13.0	MOUNT WILSON
2008-08-25	12.0	MOUNT WILSON
2008-08-26	12.0	MOUNT WILSON
2008-08-27	14.0	MOUNT WILSON
2008-08-28	15.0	MOUNT WILSON
2008-08-29	15.0	MOUNT WILSON
2008-08-30	14.0	MOUNT WILSON
2008-08-31	11.0	MOUNT WILSON
2008-09-02	14.0	MOUNT WILSON
2008-09-03	12.0	MOUNT WILSON
2008-09-04	12.0	MOUNT WILSON
2008-09-05	14.0	MOUNT WILSON
2008-09-06	15.0	MOUNT WILSON
2008-09-07	13.0	MOUNT WILSON
2008-09-09	17.0	MOUNT WILSON
2008-09-10	14.0	MOUNT WILSON
2008-09-12	14.0	MOUNT WILSON
2008-09-13	13.0	MOUNT WILSON
2008-09-14	9.0	MOUNT WILSON
2008-09-15	14.0	MOUNT WILSON
2008-09-16	15.0	MOUNT WILSON
2008-09-17	14.0	MOUNT WILSON
2008-09-18	15.0	MOUNT WILSON
2008-09-19	14.0	MOUNT WILSON
2008-09-20	14.0	MOUNT WILSON
2008-09-21	9.0	MOUNT WILSON
2008-09-23	15.0	MOUNT WILSON
2008-09-24	15.0	MOUNT WILSON
2008-09-25	17.0	MOUNT WILSON
2008-09-26	14.0	MOUNT WILSON
2008-09-27	15.0	MOUNT WILSON
2008-09-28	11.0	MOUNT WILSON
2008-09-29	15.0	MOUNT WILSON
2008-09-30	13.0	MOUNT WILSON
2008-10-01	13.0	MOUNT WILSON
2008-10-02	12.0	MOUNT WILSON
2008-10-03	22.0	MOUNT WILSON
2008-10-04	14.0	MOUNT WILSON
2008-10-05	12.0	MOUNT WILSON
2008-10-06	14.0	MOUNT WILSON
2008-10-07	12.0	MOUNT WILSON
2008-10-08	15.0	MOUNT WILSON
2008-10-09	14.0	MOUNT WILSON
2008-10-11	15.0	MOUNT WILSON
2008-10-12	12.0	MOUNT WILSON
2008-10-13	19.0	MOUNT WILSON
2008-10-14	14.0	MOUNT WILSON
2008-10-15	9.0	MOUNT WILSON
2008-10-16	11.0	MOUNT WILSON
2008-10-17	19.0	MOUNT WILSON
2008-10-18	13.0	MOUNT WILSON
2008-10-20	15.0	MOUNT WILSON
2008-10-21	11.0	MOUNT WILSON
2008-10-25	11.0	MOUNT WILSON
2008-10-26	9.0	MOUNT WILSON
2008-10-27	9.0	MOUNT WILSON
2008-10-28	14.0	MOUNT WILSON
2008-10-29	15.0	MOUNT WILSON
2008-10-30	28.0	MOUNT WILSON
2008-10-31	22.0	MOUNT WILSON
2008-11-01	28.0	MOUNT WILSON
2008-11-02	25.0	MOUNT WILSON
2008-11-03	13.0	MOUNT WILSON
2008-11-04	17.0	MOUNT WILSON
2008-11-05	13.0	MOUNT WILSON
2008-11-06	9.0	MOUNT WILSON
2008-11-08	11.0	MOUNT WILSON
2008-11-09	19.0	MOUNT WILSON
2008-11-10	15.0	MOUNT WILSON
2008-11-11	9.0	MOUNT WILSON
2008-11-12	22.0	MOUNT WILSON
2008-11-14	13.0	MOUNT WILSON
2008-11-15	11.0	MOUNT WILSON
2008-11-17	12.0	MOUNT WILSON
2008-11-20	11.0	MOUNT WILSON
2008-11-23	12.0	MOUNT WILSON
2008-11-25	15.0	MOUNT WILSON
2008-11-26	21.0	MOUNT WILSON
2008-11-27	14.0	MOUNT WILSON
2008-12-03	17.0	MOUNT WILSON
2008-12-04	13.0	MOUNT WILSON
2008-12-05	9.0	MOUNT WILSON
2008-12-06	14.0	MOUNT WILSON
2008-12-07	12.0	MOUNT WILSON
2008-12-08	15.0	MOUNT WILSON
2008-12-09	9.0	MOUNT WILSON
2008-12-12	11.0	MOUNT WILSON
2008-12-13	17.0	MOUNT WILSON
2008-12-14	14.0	MOUNT WILSON
2008-12-15	26.0	MOUNT WILSON
2008-12-16	25.0	MOUNT WILSON
2008-12-17	14.0	MOUNT WILSON
2008-12-18	20.0	MOUNT WILSON
2008-12-19	20.0	MOUNT WILSON
2008-12-20	12.0	MOUNT WILSON
2008-12-22	15.0	MOUNT WILSON
2008-12-23	17.0	MOUNT WILSON
2008-12-25	34.0	MOUNT WILSON
2008-12-26	28.0	MOUNT WILSON
2009-01-06	11.0	MOUNT WILSON
2009-01-09	14.0	MOUNT WILSON
2009-01-12	12.0	MOUNT WILSON
2009-01-13	9.0	MOUNT WILSON
2009-01-20	9.0	MOUNT WILSON
2009-01-21	16.0	MOUNT WILSON
2009-01-22	15.0	MOUNT WILSON
2009-01-23	15.0	MOUNT WILSON
2009-01-24	15.0	MOUNT WILSON
2009-01-25	11.0	MOUNT WILSON
2009-01-26	19.0	MOUNT WILSON
2009-01-27	9.0	MOUNT WILSON
2009-02-04	22.0	MOUNT WILSON
2009-02-05	28.0	MOUNT WILSON
2009-02-06	28.0	MOUNT WILSON
2009-02-07	29.0	MOUNT WILSON
2009-02-08	15.0	MOUNT WILSON
2009-02-09	32.0	MOUNT WILSON
2009-02-10	22.0	MOUNT WILSON
2009-02-11	15.0	MOUNT WILSON
2009-02-12	14.0	MOUNT WILSON
2009-02-13	23.0	MOUNT WILSON
2009-02-14	18.0	MOUNT WILSON
2009-02-15	22.0	MOUNT WILSON
2009-02-16	40.0	MOUNT WILSON
2009-02-17	28.0	MOUNT WILSON
2009-02-18	12.0	MOUNT WILSON
2009-02-20	14.0	MOUNT WILSON
2009-02-22	16.0	MOUNT WILSON
2009-02-23	13.0	MOUNT WILSON
2009-02-25	14.0	MOUNT WILSON
2009-02-26	16.0	MOUNT WILSON
2009-02-27	21.0	MOUNT WILSON
2009-02-28	12.0	MOUNT WILSON
2009-03-01	14.0	MOUNT WILSON
2009-03-02	21.0	MOUNT WILSON
2009-03-03	16.0	MOUNT WILSON
2009-03-04	21.0	MOUNT WILSON
2009-03-05	22.0	MOUNT WILSON
2009-03-06	15.0	MOUNT WILSON
2009-03-07	12.0	MOUNT WILSON
2009-03-08	12.0	MOUNT WILSON
2009-03-09	12.0	MOUNT WILSON
2009-03-10	12.0	MOUNT WILSON
2009-03-11	14.0	MOUNT WILSON
2009-03-12	13.0	MOUNT WILSON
2009-03-14	13.0	MOUNT WILSON
2009-03-15	9.0	MOUNT WILSON
2009-03-18	11.0	MOUNT WILSON
2009-03-19	12.0	MOUNT WILSON
2009-03-20	11.0	MOUNT WILSON
2009-03-21	9.0	MOUNT WILSON
2009-03-22	30.0	MOUNT WILSON
2009-03-23	22.0	MOUNT WILSON
2009-03-24	9.0	MOUNT WILSON
2009-03-25	15.0	MOUNT WILSON
2009-03-26	22.0	MOUNT WILSON
2009-03-27	15.0	MOUNT WILSON
2009-03-28	18.0	MOUNT WILSON
2009-03-29	13.0	MOUNT WILSON
2009-03-30	9.0	MOUNT WILSON
2009-03-31	28.0	MOUNT WILSON
2009-04-01	15.0	MOUNT WILSON
2009-04-02	11.0	MOUNT WILSON
2009-04-03	15.0	MOUNT WILSON
2009-04-04	12.0	MOUNT WILSON
2009-04-05	13.0	MOUNT WILSON
2009-04-06	14.0	MOUNT WILSON
2009-04-07	22.0	MOUNT WILSON
2009-04-08	22.0	MOUNT WILSON
2009-04-09	14.0	MOUNT WILSON
2009-04-10	13.0	MOUNT WILSON
2009-04-11	18.0	MOUNT WILSON
2009-04-12	12.0	MOUNT WILSON
2009-04-13	12.0	MOUNT WILSON
2009-04-14	20.0	MOUNT WILSON
2009-04-15	21.0	MOUNT WILSON
2009-04-16	13.0	MOUNT WILSON
2009-04-17	12.0	MOUNT WILSON
2009-04-18	12.0	MOUNT WILSON
2009-04-19	13.0	MOUNT WILSON
2009-04-20	14.0	MOUNT WILSON
2009-04-21	15.0	MOUNT WILSON
2009-04-22	18.0	MOUNT WILSON
2009-04-23	14.0	MOUNT WILSON
2009-04-24	23.0	MOUNT WILSON
2009-04-25	15.0	MOUNT WILSON
2009-04-26	19.0	MOUNT WILSON
2009-04-27	9.0	MOUNT WILSON
2009-04-28	13.0	MOUNT WILSON
2009-04-29	12.0	MOUNT WILSON
2009-05-01	15.0	MOUNT WILSON
2009-05-02	28.0	MOUNT WILSON
2009-05-03	15.0	MOUNT WILSON
2009-05-04	18.0	MOUNT WILSON
2009-05-05	16.0	MOUNT WILSON
2009-05-07	13.0	MOUNT WILSON
2009-05-08	12.0	MOUNT WILSON
2009-05-09	15.0	MOUNT WILSON
2009-05-10	12.0	MOUNT WILSON
2009-05-11	13.0	MOUNT WILSON
2009-05-12	16.0	MOUNT WILSON
2009-05-13	21.0	MOUNT WILSON
2009-05-14	15.0	MOUNT WILSON
2009-05-15	12.0	MOUNT WILSON
2009-05-16	12.0	MOUNT WILSON
2009-05-17	12.0	MOUNT WILSON
2009-05-18	12.0	MOUNT WILSON
2009-05-19	14.0	MOUNT WILSON
2009-05-20	13.0	MOUNT WILSON
2009-05-21	12.0	MOUNT WILSON
2009-05-22	12.0	MOUNT WILSON
2009-05-24	9.0	MOUNT WILSON
2009-05-25	9.0	MOUNT WILSON
2009-05-26	13.0	MOUNT WILSON
2009-05-27	9.0	MOUNT WILSON
2009-05-28	13.0	MOUNT WILSON
2009-05-29	12.0	MOUNT WILSON
2009-05-30	11.0	MOUNT WILSON
2009-05-31	9.0	MOUNT WILSON
2009-06-01	15.0	MOUNT WILSON
2009-06-02	13.0	MOUNT WILSON
2009-06-03	22.0	MOUNT WILSON
2009-06-04	20.0	MOUNT WILSON
2009-06-05	11.0	MOUNT WILSON
2009-06-07	9.0	MOUNT WILSON
2009-06-08	12.0	MOUNT WILSON
2009-06-10	19.0	MOUNT WILSON
2009-06-12	9.0	MOUNT WILSON
2009-06-14	13.0	MOUNT WILSON
2009-06-15	15.0	MOUNT WILSON
2009-06-16	9.0	MOUNT WILSON
2009-06-18	9.0	MOUNT WILSON
2009-06-19	12.0	MOUNT WILSON
2009-06-20	18.0	MOUNT WILSON
2009-06-21	16.0	MOUNT WILSON
2009-06-22	9.0	MOUNT WILSON
2009-06-23	15.0	MOUNT WILSON
2009-06-26	13.0	MOUNT WILSON
2009-06-27	13.0	MOUNT WILSON
2009-06-28	13.0	MOUNT WILSON
2009-06-29	14.0	MOUNT WILSON
2009-07-02	11.0	MOUNT WILSON
2009-07-03	15.0	MOUNT WILSON
2009-07-04	15.0	MOUNT WILSON
2009-07-05	19.0	MOUNT WILSON
2009-07-11	9.0	MOUNT WILSON
2009-07-12	11.0	MOUNT WILSON
2009-07-13	13.0	MOUNT WILSON
2009-07-15	11.0	MOUNT WILSON
2009-07-16	12.0	MOUNT WILSON
2009-07-17	11.0	MOUNT WILSON
2009-07-18	12.0	MOUNT WILSON
2009-07-19	15.0	MOUNT WILSON
2009-07-20	12.0	MOUNT WILSON
2009-07-21	9.0	MOUNT WILSON
2009-07-22	11.0	MOUNT WILSON
2009-07-25	12.0	MOUNT WILSON
2009-07-26	9.0	MOUNT WILSON
2009-07-27	11.0	MOUNT WILSON
2009-07-29	14.0	MOUNT WILSON
2009-07-31	11.0	MOUNT WILSON
2009-08-02	12.0	MOUNT WILSON
2009-08-03	11.0	MOUNT WILSON
2009-08-05	15.0	MOUNT WILSON
2009-08-06	15.0	MOUNT WILSON
2009-08-07	13.0	MOUNT WILSON
2009-08-08	15.0	MOUNT WILSON
2009-08-09	11.0	MOUNT WILSON
2009-08-10	13.0	MOUNT WILSON
2009-08-11	11.0	MOUNT WILSON
2009-08-12	9.0	MOUNT WILSON
2009-08-13	11.0	MOUNT WILSON
2009-08-14	16.0	MOUNT WILSON
2009-08-15	13.0	MOUNT WILSON
2009-08-19	12.0	MOUNT WILSON
2009-08-20	14.0	MOUNT WILSON
2009-08-22	27.0	MOUNT WILSON
2009-08-23	11.0	MOUNT WILSON
2009-08-24	14.0	MOUNT WILSON
2009-08-25	12.0	MOUNT WILSON
2009-08-26	12.0	MOUNT WILSON
2009-08-27	15.0	MOUNT WILSON
2009-08-28	13.0	MOUNT WILSON
2009-08-29	20.0	MOUNT WILSON
2009-08-30	14.0	MOUNT WILSON
2009-08-31	15.0	MOUNT WILSON
2009-09-01	13.0	MOUNT WILSON
2009-09-02	15.0	MOUNT WILSON
2009-09-04	15.0	MOUNT WILSON
2009-09-05	15.0	MOUNT WILSON
2009-09-06	13.0	MOUNT WILSON
2009-09-07	11.0	MOUNT WILSON
2009-09-08	11.0	MOUNT WILSON
2009-09-10	13.0	MOUNT WILSON
2009-09-11	9.0	MOUNT WILSON
2009-09-12	15.0	MOUNT WILSON
2009-09-14	15.0	MOUNT WILSON
2009-09-15	15.0	MOUNT WILSON
2009-09-16	15.0	MOUNT WILSON
2009-09-17	14.0	MOUNT WILSON
2009-09-18	14.0	MOUNT WILSON
2009-09-19	15.0	MOUNT WILSON
2009-09-20	19.0	MOUNT WILSON
2009-09-21	13.0	MOUNT WILSON
2009-09-24	15.0	MOUNT WILSON
2009-09-25	13.0	MOUNT WILSON
2009-09-26	14.0	MOUNT WILSON
2009-09-27	15.0	MOUNT WILSON
2009-09-28	16.0	MOUNT WILSON
2009-09-29	13.0	MOUNT WILSON
2009-09-30	18.0	MOUNT WILSON
2009-10-01	11.0	MOUNT WILSON
2009-10-02	12.0	MOUNT WILSON
2009-10-03	14.0	MOUNT WILSON
2009-10-04	14.0	MOUNT WILSON
2009-10-05	13.0	MOUNT WILSON
2009-10-06	13.0	MOUNT WILSON
2009-10-07	12.0	MOUNT WILSON
2009-10-08	16.0	MOUNT WILSON
2009-10-09	15.0	MOUNT WILSON
2009-10-13	33.0	MOUNT WILSON
2009-10-14	27.0	MOUNT WILSON
2009-10-15	15.0	MOUNT WILSON
2009-10-16	12.0	MOUNT WILSON
2009-10-17	13.0	MOUNT WILSON
2009-10-18	12.0	MOUNT WILSON
2009-10-19	16.0	MOUNT WILSON
2009-10-20	12.0	MOUNT WILSON
2009-10-23	15.0	MOUNT WILSON
2009-10-24	12.0	MOUNT WILSON
2009-10-25	13.0	MOUNT WILSON
2009-10-26	13.0	MOUNT WILSON
2009-10-27	18.0	MOUNT WILSON
2009-10-28	19.0	MOUNT WILSON
2009-10-29	14.0	MOUNT WILSON
2009-11-03	11.0	MOUNT WILSON
2009-11-04	15.0	MOUNT WILSON
2009-11-05	20.0	MOUNT WILSON
2009-11-06	16.0	MOUNT WILSON
2009-11-08	11.0	MOUNT WILSON
2009-11-09	14.0	MOUNT WILSON
2009-11-10	12.0	MOUNT WILSON
2009-11-11	15.0	MOUNT WILSON
2009-11-12	20.0	MOUNT WILSON
2009-11-13	11.0	MOUNT WILSON
2009-11-14	12.0	MOUNT WILSON
2009-11-15	11.0	MOUNT WILSON
2009-11-17	9.0	MOUNT WILSON
2009-11-18	11.0	MOUNT WILSON
2009-11-19	11.0	MOUNT WILSON
2009-11-20	18.0	MOUNT WILSON
2009-11-21	15.0	MOUNT WILSON
2009-11-22	16.0	MOUNT WILSON
2009-11-23	13.0	MOUNT WILSON
2009-11-27	13.0	MOUNT WILSON
2009-11-28	16.0	MOUNT WILSON
2009-11-29	18.0	MOUNT WILSON
2009-11-30	13.0	MOUNT WILSON
2009-12-01	9.0	MOUNT WILSON
2009-12-04	11.0	MOUNT WILSON
2009-12-05	21.0	MOUNT WILSON
