Raw Weather Data for La Canada Flintridge, CA
	Maximum Wind Gust
Date	(knots)	Station Used
1992-12-03	15.0	MOUNT WILSON
1992-12-04	22.0	MOUNT WILSON
1992-12-07	45.0	MOUNT WILSON
1992-12-08	15.0	MOUNT WILSON
1992-12-12	25.0	MOUNT WILSON
1992-12-13	31.0	MOUNT WILSON
1992-12-14	24.0	MOUNT WILSON
1992-12-28	18.0	MOUNT WILSON
1992-12-29	42.0	MOUNT WILSON
1993-01-02	25.0	MOUNT WILSON
1993-01-06	15.0	MOUNT WILSON
1993-01-07	40.0	MOUNT WILSON
1993-01-08	44.0	MOUNT WILSON
1993-01-13	42.0	MOUNT WILSON
1993-01-14	39.0	MOUNT WILSON
1993-01-16	33.0	MOUNT WILSON
1993-01-17	42.0	MOUNT WILSON
1993-01-18	59.0	MOUNT WILSON
1993-01-23	15.0	MOUNT WILSON
1993-01-30	23.0	MOUNT WILSON
1993-02-08	52.0	MOUNT WILSON
1993-02-09	29.0	MOUNT WILSON
1993-02-10	15.0	MOUNT WILSON
1993-02-16	16.0	MOUNT WILSON
1993-02-18	30.0	MOUNT WILSON
1993-02-19	75.0	MOUNT WILSON
1993-02-20	28.0	MOUNT WILSON
1993-02-23	30.0	MOUNT WILSON
1993-02-26	24.0	MOUNT WILSON
1993-03-04	17.0	MOUNT WILSON
1993-03-06	17.0	MOUNT WILSON
1993-03-11	16.0	MOUNT WILSON
1993-03-17	16.0	MOUNT WILSON
1993-03-25	22.0	MOUNT WILSON
1993-03-26	38.0	MOUNT WILSON
1993-03-27	15.0	MOUNT WILSON
1993-03-28	16.0	MOUNT WILSON
1993-04-01	15.0	MOUNT WILSON
1993-04-02	22.0	MOUNT WILSON
1993-04-03	15.0	MOUNT WILSON
1993-04-06	28.0	MOUNT WILSON
1993-04-10	23.0	MOUNT WILSON
1993-04-14	16.0	MOUNT WILSON
1993-04-19	22.0	MOUNT WILSON
1993-04-30	18.0	MOUNT WILSON
1993-05-06	18.0	MOUNT WILSON
1993-05-17	15.0	MOUNT WILSON
1993-05-26	15.0	MOUNT WILSON
1993-06-07	15.0	MOUNT WILSON
1993-06-17	16.0	MOUNT WILSON
1993-06-21	15.0	MOUNT WILSON
1993-06-23	15.0	MOUNT WILSON
1993-08-24	15.0	MOUNT WILSON
1993-09-12	15.0	MOUNT WILSON
1993-10-17	15.0	MOUNT WILSON
1993-10-26	22.0	MOUNT WILSON
1993-10-27	23.0	MOUNT WILSON
1993-10-28	21.0	MOUNT WILSON
1993-11-02	23.0	MOUNT WILSON
1993-11-10	17.0	MOUNT WILSON
1993-11-11	28.0	MOUNT WILSON
1993-11-12	18.0	MOUNT WILSON
1993-11-14	23.0	MOUNT WILSON
1993-11-15	31.0	MOUNT WILSON
1993-11-30	17.0	MOUNT WILSON
1993-12-01	21.0	MOUNT WILSON
1993-12-02	28.0	MOUNT WILSON
1993-12-12	37.0	MOUNT WILSON
1993-12-22	22.0	MOUNT WILSON
1993-12-23	23.0	MOUNT WILSON
1993-12-24	19.0	MOUNT WILSON
1994-01-06	19.0	BURBANK-GLENDALE-PAS
1994-01-07	15.0	MOUNT WILSON
1994-01-12	30.0	MOUNT WILSON
1994-01-17	15.0	MOUNT WILSON
1994-01-25	19.0	MOUNT WILSON
1994-01-29	17.0	MOUNT WILSON
1994-02-01	16.0	MOUNT WILSON
1994-02-06	15.0	MOUNT WILSON
1994-02-07	47.0	MOUNT WILSON
1994-02-08	54.0	MOUNT WILSON
1994-02-12	22.0	MOUNT WILSON
1994-02-16	15.0	MOUNT WILSON
1994-02-18	19.0	MOUNT WILSON
1994-02-20	22.0	MOUNT WILSON
1994-02-21	15.0	MOUNT WILSON
1994-02-28	17.0	MOUNT WILSON
1994-03-07	18.0	MOUNT WILSON
1994-03-08	15.0	MOUNT WILSON
1994-03-12	19.0	BURBANK-GLENDALE-PAS
1994-03-13	21.0	MOUNT WILSON
1994-03-19	25.0	MOUNT WILSON
1994-03-25	40.0	MOUNT WILSON
1994-03-26	15.0	MOUNT WILSON
1994-04-04	19.0	MOUNT WILSON
1994-04-05	22.0	MOUNT WILSON
1994-04-06	22.0	MOUNT WILSON
1994-04-10	29.0	MOUNT WILSON
1994-04-26	28.0	MOUNT WILSON
1994-05-01	15.0	MOUNT WILSON
1994-05-06	15.0	MOUNT WILSON
1994-05-26	15.0	MOUNT WILSON
1994-08-06	15.0	MOUNT WILSON
1994-08-15	15.0	MOUNT WILSON
1994-09-18	15.0	MOUNT WILSON
1994-09-21	15.0	MOUNT WILSON
1994-09-29	15.0	MOUNT WILSON
1994-10-04	35.0	MOUNT WILSON
1994-10-05	42.0	MOUNT WILSON
1994-10-09	15.0	MOUNT WILSON
1994-10-16	19.0	MOUNT WILSON
1994-11-17	38.0	MOUNT WILSON
1994-11-22	15.0	MOUNT WILSON
1994-11-26	23.0	MOUNT WILSON
1994-12-05	15.0	MOUNT WILSON
1994-12-08	24.0	BURBANK-GLENDALE-PAS
1994-12-09	15.0	MOUNT WILSON
1994-12-13	16.0	MOUNT WILSON
1994-12-22	16.0	MOUNT WILSON
1994-12-23	16.0	MOUNT WILSON
1994-12-24	15.0	MOUNT WILSON
1994-12-29	19.0	MOUNT WILSON
1995-01-03	25.0	MOUNT WILSON
1995-01-04	25.0	BURBANK-GLENDALE-PAS
1995-01-05	22.0	MOUNT WILSON
1995-01-08	23.0	MOUNT WILSON
1995-01-09	19.0	MOUNT WILSON
1995-01-10	35.0	MOUNT WILSON
1995-01-11	25.0	MOUNT WILSON
1995-01-13	15.0	MOUNT WILSON
1995-01-14	16.0	MOUNT WILSON
1995-01-23	15.0	MOUNT WILSON
1995-01-24	24.0	MOUNT WILSON
1995-01-25	24.0	MOUNT WILSON
1995-01-28	16.0	MOUNT WILSON
1995-02-02	15.0	MOUNT WILSON
1995-02-13	21.0	MOUNT WILSON
1995-02-14	31.0	MOUNT WILSON
1995-02-19	17.0	MOUNT WILSON
1995-03-04	15.0	MOUNT WILSON
1995-03-06	26.0	MOUNT WILSON
1995-03-11	35.0	BURBANK-GLENDALE-PAS
1995-03-21	23.0	MOUNT WILSON
1995-03-22	17.0	MOUNT WILSON
1995-03-23	31.0	MOUNT WILSON
1995-03-25	25.0	MOUNT WILSON
1995-03-28	15.0	MOUNT WILSON
1995-03-30	23.0	MOUNT WILSON
1995-04-02	17.0	MOUNT WILSON
1995-04-04	19.0	BURBANK-GLENDALE-PAS
1995-04-09	31.0	MOUNT WILSON
1995-04-10	26.0	MOUNT WILSON
1995-04-14	24.0	MOUNT WILSON
1995-04-29	16.0	MOUNT WILSON
1995-05-01	18.0	MOUNT WILSON
1995-05-05	15.0	MOUNT WILSON
1995-05-13	24.0	MOUNT WILSON
1995-05-15	16.0	MOUNT WILSON
1995-06-03	22.0	MOUNT WILSON
1995-06-06	15.0	MOUNT WILSON
1995-06-07	26.0	BURBANK-GLENDALE-PAS
1995-06-16	19.0	MOUNT WILSON
1995-07-03	15.0	MOUNT WILSON
1995-07-22	15.0	MOUNT WILSON
1995-09-01	15.0	MOUNT WILSON
1995-09-23	15.0	MOUNT WILSON
1995-11-27	24.0	BURBANK-GLENDALE-PAS
1995-12-07	16.0	MOUNT WILSON
1995-12-16	19.0	MOUNT WILSON
1995-12-25	15.0	MOUNT WILSON
1995-12-31	28.0	BURBANK-GLENDALE-PAS
1996-01-02	32.0	MOUNT WILSON
1996-01-10	16.0	MOUNT WILSON
1996-01-15	16.0	MOUNT WILSON
1996-01-16	18.0	MOUNT WILSON
1996-01-17	29.0	BURBANK-GLENDALE-PAS
1996-01-19	21.0	MOUNT WILSON
1996-01-20	28.0	BURBANK-GLENDALE-PAS
1996-01-22	24.0	MOUNT WILSON
1996-01-23	19.0	MOUNT WILSON
1996-01-25	16.0	MOUNT WILSON
1996-01-28	19.0	MOUNT WILSON
1996-01-31	35.0	MOUNT WILSON
1996-02-01	46.0	MOUNT WILSON
1996-02-07	31.0	MOUNT WILSON
1996-02-08	15.0	MOUNT WILSON
1996-02-09	15.0	MOUNT WILSON
1996-02-10	15.0	MOUNT WILSON
1996-02-12	16.0	MOUNT WILSON
1996-02-16	15.0	MOUNT WILSON
1996-02-18	16.0	MOUNT WILSON
1996-02-19	25.0	MOUNT WILSON
1996-02-20	17.0	BURBANK-GLENDALE-PAS
1996-02-21	37.0	MOUNT WILSON
1996-02-23	24.0	MOUNT WILSON
1996-02-25	22.0	MOUNT WILSON
1996-02-26	19.0	MOUNT WILSON
1996-03-05	29.0	MOUNT WILSON
1996-03-06	24.0	MOUNT WILSON
1996-03-10	15.0	MOUNT WILSON
1996-03-12	15.0	MOUNT WILSON
1996-03-24	29.0	BURBANK-GLENDALE-PAS
1996-03-26	17.0	MOUNT WILSON
1996-04-01	15.0	MOUNT WILSON
1996-04-04	29.0	BURBANK-GLENDALE-PAS
1996-04-05	21.0	MOUNT WILSON
1996-04-11	24.0	MOUNT WILSON
1996-04-18	25.0	MOUNT WILSON
1996-04-19	22.0	MOUNT WILSON
1996-04-20	18.0	MOUNT WILSON
1996-04-25	29.0	MOUNT WILSON
1996-04-27	19.0	MOUNT WILSON
1996-05-03	25.0	MOUNT WILSON
1996-05-14	23.0	MOUNT WILSON
1996-05-15	15.0	MOUNT WILSON
1996-05-23	21.0	MOUNT WILSON
1996-06-24	15.0	MOUNT WILSON
1996-06-26	22.0	MOUNT WILSON
1996-06-28	18.0	MOUNT WILSON
1996-08-26	16.0	MOUNT WILSON
1996-10-20	29.0	BURBANK-GLENDALE-PAS
1996-10-25	23.0	BURBANK-GLENDALE-PAS
1996-10-26	25.0	MOUNT WILSON
1996-10-27	28.0	MOUNT WILSON
1996-10-30	39.0	MOUNT WILSON
1996-11-02	15.0	MOUNT WILSON
1996-11-21	18.0	MOUNT WILSON
1996-11-22	22.0	MOUNT WILSON
1996-11-26	18.0	MOUNT WILSON
1996-11-27	25.0	MOUNT WILSON
1996-11-28	18.0	MOUNT WILSON
1996-11-30	22.0	MOUNT WILSON
1996-12-02	18.0	MOUNT WILSON
1996-12-09	22.0	MOUNT WILSON
1996-12-11	29.0	MOUNT WILSON
1996-12-14	22.0	BURBANK-GLENDALE-PAS
1996-12-15	29.0	BURBANK-GLENDALE-PAS
1996-12-22	25.0	BURBANK-GLENDALE-PAS
1996-12-27	16.0	MOUNT WILSON
1996-12-28	18.0	MOUNT WILSON
1996-12-30	19.0	MOUNT WILSON
1997-01-04	22.0	MOUNT WILSON
1997-01-06	44.0	MOUNT WILSON
1997-01-07	54.0	MOUNT WILSON
1997-01-08	15.0	MOUNT WILSON
1997-01-13	16.0	MOUNT WILSON
1997-01-15	16.0	MOUNT WILSON
1997-01-17	22.0	MOUNT WILSON
1997-01-20	25.0	MOUNT WILSON
1997-01-23	28.0	MOUNT WILSON
1997-01-26	61.0	MOUNT WILSON
1997-01-27	18.0	MOUNT WILSON
1997-01-30	32.0	MOUNT WILSON
1997-02-06	21.0	BURBANK-GLENDALE-PAS
1997-02-13	29.0	BURBANK-GLENDALE-PAS
1997-02-14	22.0	MOUNT WILSON
1997-02-18	32.0	MOUNT WILSON
1997-02-20	35.0	BURBANK-GLENDALE-PAS
1997-02-24	37.0	BURBANK-GLENDALE-PAS
1997-02-25	25.0	BURBANK-GLENDALE-PAS
1997-02-28	23.0	MOUNT WILSON
1997-03-01	30.0	MOUNT WILSON
1997-04-02	29.0	BURBANK-GLENDALE-PAS
1997-04-03	25.0	BURBANK-GLENDALE-PAS
1997-04-09	29.0	BURBANK-GLENDALE-PAS
1997-04-20	26.0	MOUNT WILSON
1997-04-21	15.0	MOUNT WILSON
1997-04-22	34.0	MOUNT WILSON
1997-04-23	20.0	MOUNT WILSON
1997-04-24	29.0	BURBANK-GLENDALE-PAS
1997-04-25	18.0	MOUNT WILSON
1997-05-17	20.0	BURBANK-GLENDALE-PAS
1997-09-17	15.0	MOUNT WILSON
1997-09-19	15.0	MOUNT WILSON
1997-10-11	22.0	MOUNT WILSON
1997-10-12	16.0	MOUNT WILSON
1997-10-26	25.0	BURBANK-GLENDALE-PAS
1997-11-11	26.0	MOUNT WILSON
1997-11-13	15.0	MOUNT WILSON
1997-11-26	27.0	BURBANK-GLENDALE-PAS
1997-11-30	15.0	MOUNT WILSON
1997-12-01	15.0	MOUNT WILSON
1997-12-06	29.0	MOUNT WILSON
1997-12-09	25.0	BURBANK-GLENDALE-PAS
1997-12-10	34.0	MOUNT WILSON
1997-12-11	35.0	MOUNT WILSON
1997-12-12	15.0	MOUNT WILSON
1997-12-18	15.0	MOUNT WILSON
1997-12-19	49.0	BURBANK-GLENDALE-PAS
1997-12-21	25.0	BURBANK-GLENDALE-PAS
1997-12-22	32.0	MOUNT WILSON
1997-12-23	26.0	MOUNT WILSON
1997-12-24	21.0	MOUNT WILSON
1997-12-25	25.0	BURBANK-GLENDALE-PAS
1997-12-28	22.0	MOUNT WILSON
1998-01-07	15.0	MOUNT WILSON
1998-01-09	21.0	MOUNT WILSON
1998-01-25	15.0	MOUNT WILSON
1998-02-02	15.0	MOUNT WILSON
1998-02-03	28.0	MOUNT WILSON
1998-02-06	29.0	BURBANK-GLENDALE-PAS
1998-02-07	30.0	MOUNT WILSON
1998-02-14	15.0	MOUNT WILSON
1998-02-16	15.0	MOUNT WILSON
1998-02-20	28.0	BURBANK-GLENDALE-PAS
1998-02-22	20.0	MOUNT WILSON
1998-02-23	42.0	MOUNT WILSON
1998-02-25	20.0	MOUNT WILSON
1998-03-16	15.0	MOUNT WILSON
1998-03-25	30.0	MOUNT WILSON
1998-03-28	29.0	MOUNT WILSON
1998-03-29	20.0	BURBANK-GLENDALE-PAS
1998-04-01	22.0	MOUNT WILSON
1998-04-12	15.0	MOUNT WILSON
1998-04-25	25.0	BURBANK-GLENDALE-PAS
1998-05-03	22.0	MOUNT WILSON
1998-05-04	21.0	MOUNT WILSON
1998-05-05	23.0	MOUNT WILSON
1998-05-12	20.0	MOUNT WILSON
1998-05-22	15.0	BURBANK-GLENDALE-PAS
1998-05-26	19.0	MOUNT WILSON
1998-05-30	14.0	BURBANK-GLENDALE-PAS
1998-06-02	15.0	BURBANK-GLENDALE-PAS
1998-06-03	16.0	BURBANK-GLENDALE-PAS
1998-06-07	16.0	BURBANK-GLENDALE-PAS
1998-06-11	19.0	BURBANK-GLENDALE-PAS
1998-06-21	14.0	BURBANK-GLENDALE-PAS
1998-06-22	15.0	BURBANK-GLENDALE-PAS
1998-07-09	16.0	BURBANK-GLENDALE-PAS
1998-07-16	15.0	BURBANK-GLENDALE-PAS
1998-08-06	15.0	BURBANK-GLENDALE-PAS
1998-08-07	18.0	BURBANK-GLENDALE-PAS
1998-08-19	15.0	BURBANK-GLENDALE-PAS
1998-10-16	15.0	BURBANK-GLENDALE-PAS
1998-10-25	21.0	BURBANK-GLENDALE-PAS
1998-10-26	16.0	BURBANK-GLENDALE-PAS
1998-11-05	22.0	BURBANK-GLENDALE-PAS
1998-11-06	18.0	BURBANK-GLENDALE-PAS
1998-11-08	19.0	MOUNT WILSON
1998-11-09	20.0	BURBANK-GLENDALE-PAS
1998-11-28	23.0	MOUNT WILSON
1998-12-05	21.0	BURBANK-GLENDALE-PAS
1998-12-06	28.0	BURBANK-GLENDALE-PAS
1998-12-09	30.0	BURBANK-GLENDALE-PAS
1998-12-10	26.0	MOUNT WILSON
1998-12-14	23.0	BURBANK-GLENDALE-PAS
1998-12-15	28.0	MOUNT WILSON
1998-12-16	18.0	MOUNT WILSON
1998-12-17	32.0	BURBANK-GLENDALE-PAS
1998-12-21	22.0	BURBANK-GLENDALE-PAS
1999-01-08	23.0	BURBANK-GLENDALE-PAS
1999-01-09	22.0	MOUNT WILSON
1999-01-14	15.0	MOUNT WILSON
1999-01-16	15.0	MOUNT WILSON
1999-01-17	18.0	MOUNT WILSON
1999-01-21	27.0	BURBANK-GLENDALE-PAS
1999-01-23	16.0	MOUNT WILSON
1999-01-24	19.0	MOUNT WILSON
1999-01-25	16.0	MOUNT WILSON
1999-01-26	15.0	BURBANK-GLENDALE-PAS
1999-01-31	32.0	MOUNT WILSON
1999-02-04	15.0	MOUNT WILSON
1999-02-09	20.0	MOUNT WILSON
1999-02-10	35.0	MOUNT WILSON
1999-02-17	20.0	MOUNT WILSON
1999-02-18	15.0	MOUNT WILSON
1999-02-21	27.0	BURBANK-GLENDALE-PAS
1999-02-22	18.0	MOUNT WILSON
1999-02-23	16.0	MOUNT WILSON
1999-02-25	15.0	MOUNT WILSON
1999-03-15	28.0	BURBANK-GLENDALE-PAS
1999-03-18	15.0	BURBANK-GLENDALE-PAS
1999-03-20	22.0	MOUNT WILSON
1999-03-25	16.0	BURBANK-GLENDALE-PAS
1999-03-31	19.0	BURBANK-GLENDALE-PAS
1999-04-01	21.0	BURBANK-GLENDALE-PAS
1999-04-02	15.0	MOUNT WILSON
1999-04-03	18.0	BURBANK-GLENDALE-PAS
1999-04-04	16.0	MOUNT WILSON
1999-04-05	16.0	BURBANK-GLENDALE-PAS
1999-04-06	18.0	MOUNT WILSON
1999-04-09	26.0	BURBANK-GLENDALE-PAS
1999-04-10	21.0	BURBANK-GLENDALE-PAS
1999-04-11	22.0	BURBANK-GLENDALE-PAS
1999-04-21	20.0	MOUNT WILSON
1999-04-23	20.0	BURBANK-GLENDALE-PAS
1999-04-25	14.0	BURBANK-GLENDALE-PAS
1999-04-28	20.0	BURBANK-GLENDALE-PAS
1999-04-29	20.0	MOUNT WILSON
1999-05-04	18.0	BURBANK-GLENDALE-PAS
1999-05-13	14.0	BURBANK-GLENDALE-PAS
1999-05-14	15.0	BURBANK-GLENDALE-PAS
1999-05-25	14.0	BURBANK-GLENDALE-PAS
1999-05-28	18.0	BURBANK-GLENDALE-PAS
1999-05-30	14.0	BURBANK-GLENDALE-PAS
1999-06-01	19.0	BURBANK-GLENDALE-PAS
1999-06-03	15.0	BURBANK-GLENDALE-PAS
1999-06-07	14.0	BURBANK-GLENDALE-PAS
1999-06-16	14.0	BURBANK-GLENDALE-PAS
1999-07-02	20.0	BURBANK-GLENDALE-PAS
1999-07-03	14.0	BURBANK-GLENDALE-PAS
1999-07-25	14.0	BURBANK-GLENDALE-PAS
1999-08-07	14.0	BURBANK-GLENDALE-PAS
1999-08-10	14.0	BURBANK-GLENDALE-PAS
1999-08-21	15.0	BURBANK-GLENDALE-PAS
1999-09-01	14.0	BURBANK-GLENDALE-PAS
1999-09-10	15.0	BURBANK-GLENDALE-PAS
1999-09-11	19.0	MOUNT WILSON
1999-09-19	14.0	BURBANK-GLENDALE-PAS
1999-09-23	15.0	BURBANK-GLENDALE-PAS
1999-09-25	16.0	BURBANK-GLENDALE-PAS
1999-10-07	22.0	BURBANK-GLENDALE-PAS
1999-10-17	19.0	BURBANK-GLENDALE-PAS
1999-11-14	16.0	BURBANK-GLENDALE-PAS
1999-11-21	26.0	BURBANK-GLENDALE-PAS
1999-11-22	29.0	MOUNT WILSON
1999-11-24	19.0	MOUNT WILSON
1999-12-03	29.0	BURBANK-GLENDALE-PAS
1999-12-08	28.0	BURBANK-GLENDALE-PAS
1999-12-10	21.0	BURBANK-GLENDALE-PAS
1999-12-11	19.0	BURBANK-GLENDALE-PAS
1999-12-19	25.0	BURBANK-GLENDALE-PAS
1999-12-22	34.0	BURBANK-GLENDALE-PAS
1999-12-23	26.0	BURBANK-GLENDALE-PAS
1999-12-25	21.0	BURBANK-GLENDALE-PAS
2000-01-02	23.0	BURBANK-GLENDALE-PAS
2000-01-03	22.0	BURBANK-GLENDALE-PAS
2000-01-06	22.0	BURBANK-GLENDALE-PAS
2000-01-26	25.0	BURBANK-GLENDALE-PAS
2000-02-10	21.0	BURBANK-GLENDALE-PAS
2000-02-12	22.0	MOUNT WILSON
2000-02-14	15.0	BURBANK-GLENDALE-PAS
2000-02-17	25.0	BURBANK-GLENDALE-PAS
2000-02-20	16.0	MOUNT WILSON
2000-02-21	36.0	BURBANK-GLENDALE-PAS
2000-02-23	22.0	BURBANK-GLENDALE-PAS
2000-02-24	16.0	BURBANK-GLENDALE-PAS
2000-02-27	19.0	BURBANK-GLENDALE-PAS
2000-03-04	20.0	BURBANK-GLENDALE-PAS
2000-03-06	26.0	BURBANK-GLENDALE-PAS
2000-03-11	15.0	MOUNT WILSON
2000-03-20	37.0	BURBANK-GLENDALE-PAS
2000-03-21	35.0	MOUNT WILSON
2000-03-31	23.0	MOUNT WILSON
2000-04-01	28.0	MOUNT WILSON
2000-04-08	22.0	BURBANK-GLENDALE-PAS
2000-04-11	16.0	BURBANK-GLENDALE-PAS
2000-04-14	19.0	BURBANK-GLENDALE-PAS
2000-04-16	15.0	BURBANK-GLENDALE-PAS
2000-04-17	34.0	MOUNT WILSON
2000-04-18	19.0	BURBANK-GLENDALE-PAS
2000-04-19	15.0	BURBANK-GLENDALE-PAS
2000-04-21	15.0	BURBANK-GLENDALE-PAS
2000-05-04	15.0	BURBANK-GLENDALE-PAS
2000-05-08	15.0	BURBANK-GLENDALE-PAS
2000-05-11	23.0	BURBANK-GLENDALE-PAS
2000-05-12	22.0	BURBANK-GLENDALE-PAS
2000-05-16	15.0	MOUNT WILSON
2000-05-28	19.0	BURBANK-GLENDALE-PAS
2000-05-30	15.0	BURBANK-GLENDALE-PAS
2000-06-16	14.0	BURBANK-GLENDALE-PAS
2000-06-25	16.0	BURBANK-GLENDALE-PAS
2000-06-30	16.0	BURBANK-GLENDALE-PAS
2000-07-01	14.0	BURBANK-GLENDALE-PAS
2000-07-07	15.0	BURBANK-GLENDALE-PAS
2000-07-25	15.0	BURBANK-GLENDALE-PAS
2000-08-14	15.0	BURBANK-GLENDALE-PAS
2000-09-02	15.0	BURBANK-GLENDALE-PAS
2000-09-03	14.0	BURBANK-GLENDALE-PAS
2000-09-20	15.0	BURBANK-GLENDALE-PAS
2000-09-22	15.0	BURBANK-GLENDALE-PAS
2000-10-10	23.0	BURBANK-GLENDALE-PAS
2000-10-11	26.0	MOUNT WILSON
2000-10-21	14.0	BURBANK-GLENDALE-PAS
2000-10-22	21.0	BURBANK-GLENDALE-PAS
2000-10-23	18.0	MOUNT WILSON
2000-10-30	15.0	BURBANK-GLENDALE-PAS
2000-11-03	27.0	BURBANK-GLENDALE-PAS
2000-11-04	20.0	MOUNT WILSON
2000-11-07	28.0	BURBANK-GLENDALE-PAS
2000-11-15	20.0	BURBANK-GLENDALE-PAS
2000-12-07	14.0	BURBANK-GLENDALE-PAS
2000-12-15	21.0	BURBANK-GLENDALE-PAS
2000-12-17	20.0	BURBANK-GLENDALE-PAS
2000-12-25	30.0	BURBANK-GLENDALE-PAS
2000-12-26	26.0	BURBANK-GLENDALE-PAS
2001-01-02	22.0	BURBANK-GLENDALE-PAS
2001-01-03	25.0	MOUNT WILSON
2001-01-08	15.0	MOUNT WILSON
2001-01-09	15.0	MOUNT WILSON
2001-01-10	20.0	BURBANK-GLENDALE-PAS
2001-01-11	28.0	MOUNT WILSON
2001-01-17	35.0	BURBANK-GLENDALE-PAS
2001-01-25	18.0	BURBANK-GLENDALE-PAS
2001-01-27	15.0	MOUNT WILSON
2001-01-30	18.0	BURBANK-GLENDALE-PAS
2001-01-31	29.0	BURBANK-GLENDALE-PAS
2001-02-07	28.0	MOUNT WILSON
2001-02-11	16.0	MOUNT WILSON
2001-02-12	19.0	BURBANK-GLENDALE-PAS
2001-02-13	33.0	BURBANK-GLENDALE-PAS
2001-02-17	15.0	BURBANK-GLENDALE-PAS
2001-02-18	19.0	MOUNT WILSON
2001-02-19	30.0	MOUNT WILSON
2001-02-20	29.0	MOUNT WILSON
2001-02-25	18.0	BURBANK-GLENDALE-PAS
2001-03-04	15.0	MOUNT WILSON
2001-03-05	25.0	MOUNT WILSON
2001-03-06	23.0	BURBANK-GLENDALE-PAS
2001-03-25	14.0	BURBANK-GLENDALE-PAS
2001-03-28	19.0	BURBANK-GLENDALE-PAS
2001-03-29	18.0	BURBANK-GLENDALE-PAS
2001-04-02	15.0	BURBANK-GLENDALE-PAS
2001-04-04	15.0	BURBANK-GLENDALE-PAS
2001-04-07	20.0	BURBANK-GLENDALE-PAS
2001-04-08	15.0	BURBANK-GLENDALE-PAS
2001-04-09	19.0	BURBANK-GLENDALE-PAS
2001-04-20	15.0	BURBANK-GLENDALE-PAS
2001-04-21	22.0	MOUNT WILSON
2001-04-22	26.0	BURBANK-GLENDALE-PAS
2001-04-27	14.0	BURBANK-GLENDALE-PAS
2001-05-03	25.0	BURBANK-GLENDALE-PAS
2001-05-04	18.0	BURBANK-GLENDALE-PAS
2001-05-31	18.0	BURBANK-GLENDALE-PAS
2001-06-12	14.0	BURBANK-GLENDALE-PAS
2001-06-16	15.0	BURBANK-GLENDALE-PAS
2001-06-20	18.0	BURBANK-GLENDALE-PAS
2001-06-21	15.0	BURBANK-GLENDALE-PAS
2001-06-25	19.0	BURBANK-GLENDALE-PAS
2001-06-26	15.0	BURBANK-GLENDALE-PAS
2001-07-10	14.0	BURBANK-GLENDALE-PAS
2001-07-14	15.0	BURBANK-GLENDALE-PAS
2001-07-16	15.0	BURBANK-GLENDALE-PAS
2001-07-17	15.0	BURBANK-GLENDALE-PAS
2001-07-18	14.0	BURBANK-GLENDALE-PAS
2001-07-20	14.0	BURBANK-GLENDALE-PAS
2001-07-27	16.0	BURBANK-GLENDALE-PAS
2001-07-30	14.0	BURBANK-GLENDALE-PAS
2001-08-06	16.0	BURBANK-GLENDALE-PAS
2001-08-09	15.0	BURBANK-GLENDALE-PAS
2001-08-10	16.0	BURBANK-GLENDALE-PAS
2001-08-11	15.0	BURBANK-GLENDALE-PAS
2001-08-17	14.0	BURBANK-GLENDALE-PAS
2001-08-30	15.0	BURBANK-GLENDALE-PAS
2001-10-04	15.0	BURBANK-GLENDALE-PAS
2001-11-09	15.0	BURBANK-GLENDALE-PAS
2001-11-13	27.0	BURBANK-GLENDALE-PAS
2001-11-23	20.0	BURBANK-GLENDALE-PAS
2001-11-24	22.0	MOUNT WILSON
2001-11-27	27.0	BURBANK-GLENDALE-PAS
2001-11-29	15.0	BURBANK-GLENDALE-PAS
2001-12-06	19.0	MOUNT WILSON
2001-12-07	22.0	BURBANK-GLENDALE-PAS
2001-12-08	16.0	MOUNT WILSON
2001-12-09	20.0	BURBANK-GLENDALE-PAS
2001-12-11	28.0	BURBANK-GLENDALE-PAS
2001-12-12	15.0	MOUNT WILSON
2001-12-15	22.0	BURBANK-GLENDALE-PAS
2001-12-21	25.0	MOUNT WILSON
2001-12-24	25.0	MOUNT WILSON
2002-01-10	35.0	BURBANK-GLENDALE-PAS
2002-01-22	23.0	BURBANK-GLENDALE-PAS
2002-01-23	15.0	MOUNT WILSON
2002-01-24	32.0	MOUNT WILSON
2002-01-27	19.0	BURBANK-GLENDALE-PAS
2002-01-28	20.0	BURBANK-GLENDALE-PAS
2002-01-30	20.0	BURBANK-GLENDALE-PAS
2002-02-08	15.0	BURBANK-GLENDALE-PAS
2002-02-09	22.0	BURBANK-GLENDALE-PAS
2002-02-10	16.0	BURBANK-GLENDALE-PAS
2002-02-17	16.0	BURBANK-GLENDALE-PAS
2002-03-01	15.0	BURBANK-GLENDALE-PAS
2002-03-07	19.0	MOUNT WILSON
2002-03-08	20.0	BURBANK-GLENDALE-PAS
2002-03-13	35.0	BURBANK-GLENDALE-PAS
2002-03-14	28.0	BURBANK-GLENDALE-PAS
2002-03-15	21.0	BURBANK-GLENDALE-PAS
2002-03-16	23.0	BURBANK-GLENDALE-PAS
2002-03-17	14.0	BURBANK-GLENDALE-PAS
2002-03-18	26.0	BURBANK-GLENDALE-PAS
2002-03-23	16.0	BURBANK-GLENDALE-PAS
2002-03-24	14.0	BURBANK-GLENDALE-PAS
2002-04-14	19.0	BURBANK-GLENDALE-PAS
2002-04-15	15.0	BURBANK-GLENDALE-PAS
